2	89 x 31	3	
2	89 x 31	3	
2	89 x 28	3	
2	89 x 28	3	
2	89 x 28	3	
2	89 x 28	3	
2	89 x 46	3	
1	91 x 31	2	
1	91 x 41	2	
1	91 x 41	2	
1	91 x 38	2	
1	91 x 38	2	
1	74 x 46	1	
1	74 x 30	1	
1	74 x 30	1	
1	74 x 41	1	
0	91 x 41	0	
